"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"@L: Not in Australia, but soon i will leave this country","2","0","2025-06-09T02:50:07.000Z","upz.vi0o3","https://www.tiktok.com/@calandracl/video/7511007318000094520","7256603897295913989","7513776428455232263","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/373e4c6072f53e11551286f353d64a18~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a9d26297&x-expires=1756951200&x-signature=W4lRdiwTq%2BMljLhjzcyUBWQ1Qvk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"kak tolong ajak aku😭😭😭","1","0","2025-08-22T10:34:36.000Z","chrlltte","https://www.tiktok.com/@calandracl/video/7511007318000094520","7202176753530733595","7541356417379812103","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/59803b6ee5862303d2d2a1960a781973~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7c5bfac2&x-expires=1756951200&x-signature=JR4RtNDFdyn4hLieLXNOh4QVzl4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Pilihan tepat.","2","0","2025-07-14T06:21:57.000Z","fredy.sinaga25","https://www.tiktok.com/@calandracl/video/7511007318000094520","7091842157251134490","7526819002237371143","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/189a8509638081982fb80631e680044f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=71756060&x-expires=1756951200&x-signature=Rl7cO7JIGRrx1Dr%2FRa86JFjg2ng%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"one day🥺","1","0","2025-06-10T11:36:40.000Z","evvveeee_","https://www.tiktok.com/@calandracl/video/7511007318000094520","7362171824417293317","7514283194503676690","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/d0bbc0fec107f6e73c2f4de9385acab8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=720e5b29&x-expires=1756951200&x-signature=cd227ICywqYz4KlP3fEN4Xgs4Ts%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"kak mauu","0","0","2025-09-01T12:42:50.000Z","herbal.deo","https://www.tiktok.com/@calandracl/video/7511007318000094520","7543993953345373200","7545100313088738055","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/09e50b5ef6678804712727e10b2e8827~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=06a7bf68&x-expires=1756951200&x-signature=32CZQf5h2cT%2Fhfz%2BulGhy5eGUjg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"nularr kaa😍","1","0","2025-06-29T13:34:25.000Z","rinupdate","https://www.tiktok.com/@calandracl/video/7511007318000094520","7427601130953540614","7521364158979310344","https://p19-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/42eeee6fc0467fc869c84ba3af5d3126~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6cc87275&x-expires=1756951200&x-signature=scLAfPauULrYKrLvVt%2BMGkO%2BrT8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"one day, aamiin ya Allah🥺","16","0","2025-06-07T18:48:46.000Z","patrickanadaa","https://www.tiktok.com/@calandracl/video/7511007318000094520","6998236574883824666","7513281245029581589","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f0daf004f98cc35ee0fd455a1714f4d0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a53bd28c&x-expires=1756951200&x-signature=nGZ3sRQwCx4MtM%2B6Ny%2FWao0Om0E%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Ajak gueeeee😭🙏🏻","2","0","2025-07-17T05:48:18.000Z","911.253","https://www.tiktok.com/@calandracl/video/7511007318000094520","7149856213667644418","7527923576574640903","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/a8136d5d7a60893a151c0b0575a68ff5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=758eb557&x-expires=1756951200&x-signature=iN%2F%2B7aUn4WIdqNjzdUNTFO621j4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"InsyaAllah suatu saat","3","0","2025-06-09T14:49:33.000Z","luumbaluumba","https://www.tiktok.com/@calandracl/video/7511007318000094520","6793213808745841665","7513961810329469713","https://p16-common-sign-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/aa3f377d6b622f741e79f6e950e55003~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f4ef1b15&x-expires=1756951200&x-signature=i0QEfN3H8uyDfiQ1MS5h0I61ZEA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"kak ajak aku","1","0","2025-07-17T06:11:41.000Z","rhmass12","https://www.tiktok.com/@calandracl/video/7511007318000094520","6992955580471100418","7527929601113408263","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/64a5f9a93f86b770581f68eb770005b1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=75edf856&x-expires=1756951200&x-signature=L%2BC4M96Ag6qXeyl2nyPLXMyHnhw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"orang-orang dii Australia sangat ramah dan welcome sama kita, btw aku pake hijab dan aman-aman aja Alhamdulillah semua orang pada baik☺️","1","0","2025-08-19T09:00:29.000Z","violetnightmoon","https://www.tiktok.com/@calandracl/video/7511007318000094520","7162935054262404123","7540218884672242449","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/971d8a4ee9baa93e4937d0255b64ebfa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1807f460&x-expires=1756951200&x-signature=dYK79AJofh20GFgo50rY80rEoes%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"MAUUU JUGAA","1","0","2025-06-03T14:29:56.000Z","ndhiiaa","https://www.tiktok.com/@calandracl/video/7511007318000094520","6846180343389881346","7511730246439453447","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/9e60beaa29ee26e1c34a3b65a15503b7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1cf4eda8&x-expires=1756951200&x-signature=ro%2FAvFcmuBmUhgJ1ah%2BAStr0mWk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"IKUUTTTT 💔😭","1","0","2025-06-08T02:18:09.000Z","zzyx.n_5","https://www.tiktok.com/@calandracl/video/7511007318000094520","7195524493354337307","7513397087213257490","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/616752763648f88d3a9a1c9285fa6217~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a658bae8&x-expires=1756951200&x-signature=fsBo6ONCUzqx1S01AccGNS%2BJoZY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kak ikut","1","0","2025-06-06T19:08:25.000Z","rawlbeee","https://www.tiktok.com/@calandracl/video/7511007318000094520","6987692425590588442","7512915239895548680","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b1809eb67e78ce83546d67a8d4724c36~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d717232c&x-expires=1756951200&x-signature=25pJlTdvYFgXecwoxM7SPhP2Gr4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"KA,,IKUT! 🙋🙋","1","0","2025-06-08T13:46:14.000Z","sasila0_0","https://www.tiktok.com/@calandracl/video/7511007318000094520","7316680810186490885","7513574415008170770","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/00002d7dae4eb538b22949594b6cbdd0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b47e5f7a&x-expires=1756951200&x-signature=tujrCgLk%2BLmamomubnR02orjSEE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ajak aku kak 😔","2","0","2025-06-10T11:18:28.000Z","ungoktav_","https://www.tiktok.com/@calandracl/video/7511007318000094520","7064103788559729690","7514278497906754311","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/634af8b8e10c69bfe36f2a9caa5e9e45~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a76e3eee&x-expires=1756951200&x-signature=79iBil6C%2BmiqHOQJ55OZzql%2BTFg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Mau templatenya kak","0","0","2025-08-31T09:27:28.000Z","reijournei","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7414588635939275781","7544678879367512839","https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/367ec8eda2dd7c8ed7559e836b1e9132~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=53e6295a&x-expires=1756951200&x-signature=Ywbhtz5aheoAbhQqDX9aJo4gfwA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mau kakkk","0","0","2025-08-30T19:05:26.000Z","muhammadkhoirulik5","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7000579319253353498","7544456734954472213","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/7281064957083385862~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=01f7c753&x-expires=1756951200&x-signature=QeKgNtOEyGESnVBkxXM46bzii%2BM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"mau kakk","0","0","2025-08-30T23:04:03.000Z","cliperr026","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7536962181649433620","7544518199988077320","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/81ccb3e6e29e5527d1608781c9726aad~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4d679ea6&x-expires=1756951200&x-signature=RsQ6vE%2FsMNOa%2BvJY2BM1TltoBMY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"beasiswa apa kakk?🤩 ditunggu vid selanjutnyaa kka","3","0","2025-08-14T02:41:37.000Z","rayaairly","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6898228607736267777","7538265849170248455","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/26692c0bf201d66e315979851f5858ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2261a4b5&x-expires=1756951200&x-signature=QdYyO9B3V%2FEHLTbZpEkTvLPW%2B5s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"halo kaa, mau template essaynyaa, thankyouu 💗","0","0","2025-08-25T06:00:05.000Z","noonalavie","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6893643574479471617","7542398927204320007","https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/d2a1ad788cee869ed6005c30facda982~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=40305bcb&x-expires=1756951200&x-signature=NbALbYsQBtKa8K2hIykeyker2R4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kak butuh Serfikat IELTS nya gak buat dapetin beasiswanya?","0","0","2025-08-23T04:46:24.000Z","chocolatosss_28","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7134678497762542618","7541637767026770706","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/1f41b2386b9b6509f790f9cb46cf084f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=50b91015&x-expires=1756951200&x-signature=pFx9I9hKzOoY6q9Nr5mZSf5h6lQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"kak pleaseee tampletnya🙏🙏","0","0","2025-08-14T04:02:10.000Z","agustinusryousiga5","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7487249629064299528","7538286610942346002","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f3a3ecba34087ad1339d5057843578ce~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6813c3b6&x-expires=1756951200&x-signature=H36CfGpjC6q%2Be8A0atoEF1%2Bbce0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"essay","0","0","2025-08-28T00:07:52.000Z","maichiru_0","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6839344031764513793","7543421372418425618","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/f8ae3967fb549e496e03024882de6c2e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ab1dbb2f&x-expires=1756951200&x-signature=m6KxO89aPl8B77tbYh2v5nxjeKk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Mauuuu kakakkk 😭😭😭","0","0","2025-08-25T08:38:48.000Z","lovely_queen124","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","7424793498585154566","7542439834473005832","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/bbd84d6b04e769fe387d6848bbe9b8d7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6f45778e&x-expires=1756951200&x-signature=TxL93rSB0FWN4R5YTNwh3JRL2Xo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Mau kaaa templatenya","0","0","2025-08-25T00:47:28.000Z","zkry_alfalh","https://www.tiktok.com/@nadaikaa/video/7538096529605709112","6948812128876217345","7542318341185520400","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/bb63a56aa4bd698428f4bf52fc0f9e9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ac01808d&x-expires=1756951200&x-signature=IWsf6%2BfCxz8XIV%2BBsEWgty7bI3o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Aq udah muak di Singapore 🥺Pengen ke Australia bgt Cara bikin visa study gmn ka","3","2","2025-07-17T11:03:49.000Z","aya71607","https://www.tiktok.com/@calandracl/video/7511007318000094520","7513142049253508104","7528004895300010760","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7bfe201bb36878ecf52f55646f5f1f53~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=fbeb150a&x-expires=1756951200&x-signature=DU8DSP5Flt55krjHJY68uFy00gY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"KEINGINAN AKU GEDE. TAPI UMURKU UDAH 33. APA BISAAA 😭😭😭😭😭","4","13","2025-07-27T07:21:42.000Z","sugawife778","https://www.tiktok.com/@calandracl/video/7511007318000094520","7308678172790408197","7531658483915014930","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2a8c4cac086c10d74b5b3a00eece84e9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6d32be82&x-expires=1756951200&x-signature=v7ZP7VomILEyaajxY780bzX014A%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Saya diperth tapi kok g pernah ktmu ya kak😭","1","1","2025-06-05T05:40:17.000Z","jmshunt","https://www.tiktok.com/@calandracl/video/7511007318000094520","6831137305706021890","7512335916561711879","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5c512ea1c5aa60dc75c4d21be2c7f9d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bdba0f62&x-expires=1756951200&x-signature=HGKAcjRJJzyunW0KHYq4kpFRtEU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"apa aja yang harus di persiapkan Kak🥹","4","2","2025-08-13T07:56:55.000Z","popeyeponsel5","https://www.tiktok.com/@calandracl/video/7511007318000094520","7437358569328133176","7537813103833809682","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/dd313ec29b3856acd7d692c97b7ad615~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=efd0993a&x-expires=1756951200&x-signature=Acow%2FNGoVI3ytzbUlqnIZtmbF4Y%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Jujur aku dari kuliah pengen pindah wn, setelah kerja punya banyak kenalan orang yang punya pangkat di Indo malah jadi makin yakin buat pindah wn atau setidaknya menetap lama untuk mencari uang dan pulang di hari tua ke Indo. Sebobrok itu Indo serius kalau kalian tau permainan mereka mereka itu bikin emosi bikin sakit hati 🥹","6","1","2025-06-09T15:45:30.000Z","jeff_hadid","https://www.tiktok.com/@calandracl/video/7511007318000094520","6963510147327263746","7513976220804809490","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/49e74aa2293e725930cbeaff554119f7~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=588960ae&x-expires=1756951200&x-signature=GPPVXkxMOotm3SFGm5S9nkgBKi4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kak untuk kerja disana apa saya ya yang di butuhkan,ke betulan teteh saya udah menetap di sana saya juga setelah lulus sekolah juga mau kesana","3","8","2025-07-09T15:03:55.000Z","shadaf207","https://www.tiktok.com/@calandracl/video/7511007318000094520","7175569328501965850","7525098076361802503","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d0a15d0164c1ba64555299fad93e9284~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=251dce0c&x-expires=1756951200&x-signature=bvlzgnjBbYO%2FqfVZ25%2F6RWaGmcM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"kak kalo hijab an di rasis in gak ka🥺","5","10","2025-06-06T04:50:59.000Z","thedeys","https://www.tiktok.com/@calandracl/video/7511007318000094520","6853879966188454913","7512694291560891137","https://p16-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/19817e4552773952d266c46d1dc8f495~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=78f46f4c&x-expires=1756951200&x-signature=BTrRIYa5rngTc3W%2FWXeRbOdLzxY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"ikut, ak juga mau","2","0","2025-06-19T06:08:41.000Z","sllepyy2","https://www.tiktok.com/@calandracl/video/7511007318000094520","7411473232979624966","7517538423344923400","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8b3c3e470da036ce6494874e8132a079~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=af2cc4a8&x-expires=1756951200&x-signature=MQVOIxd0hyjpBobQrBnx1%2Fq61EM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Ya Allah, berikan aku pekerjaan ke jepang atau eropa Aamiin🤲😭","21","1","2025-06-09T11:34:38.000Z","branz_kent","https://www.tiktok.com/@calandracl/video/7511007318000094520","6710711425071629313","7513911569186865937","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/06f9eb1fe8d3b311678748c784f64b5b~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3654b005&x-expires=1756951200&x-signature=5oQWIpoAVjziRApzhqGnhnySPC0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"aminn❣️","60",,"2025-06-02T14:14:07.000Z","calandracl","https://www.tiktok.com/@calandracl/video/7511007318000094520","7480913672275477505","7511355086410072852","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/965c6d7f1a447fd807a9dc61e3b35353~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=298a2dfb&x-expires=1756951200&x-signature=IoW9bZVPkzERADpcjYGEDBLpp8c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"info2 kak mauuu ikuutt","17","6","2025-06-01T15:57:16.000Z","hellocapricornhere","https://www.tiktok.com/@calandracl/video/7511007318000094520","6814697915207664642","7511010590224679698","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/75db52553ff24717f249b0f2699b6b15~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f3fa721a&x-expires=1756951200&x-signature=leu1SPSIi8%2BYBGurzyA%2BOYYHQpE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"mari kita tinggalkan saja negara prindapan ini 🥰","68",,"2025-06-01T16:27:17.000Z","calandracl","https://www.tiktok.com/@calandracl/video/7511007318000094520","7480913672275477505","7511018296030167826","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/965c6d7f1a447fd807a9dc61e3b35353~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=298a2dfb&x-expires=1756951200&x-signature=IoW9bZVPkzERADpcjYGEDBLpp8c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Kak blajar bhs inggris dmna? Serius nanyaa plis jng jokes, slnya inggrisnya msih kurengg🥹","2","1","2025-06-10T11:28:32.000Z","firaayusuf","https://www.tiktok.com/@calandracl/video/7511007318000094520","6865277163324294146","7514281099578262290","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ef1b06eb3875c82fcb25f74ee0e381ad~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f07a538b&x-expires=1756951200&x-signature=nJa0VUSt33Uw681Wp6hoycXFeNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"KAK?! IKUT GMAU TAUK","4","0","2025-06-05T06:56:45.000Z","ky0o14","https://www.tiktok.com/@calandracl/video/7511007318000094520","7015434006138291201","7512355623376798485","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/51131411c5c8b6710e42d609bf7a4333~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f513f44d&x-expires=1756951200&x-signature=yGG0n6vjI4zQb1FSQPoDvBYfJio%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"aku gak bisa bahasa Inggris 🙃","3","1","2025-07-27T07:16:30.000Z","biladistii","https://www.tiktok.com/@calandracl/video/7511007318000094520","6748256767627854849","7531657117394305808","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e853eff0a89c8fad7fdcbb62b947ac9a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=588f8d87&x-expires=1756951200&x-signature=4l4dAo%2F2fGCBhBIybiwXnFDb15U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"perlahan kk, terus yang terutama jangan berkata seperti itu, aku yakin bisa, dengan terus belajar","5",,"2025-07-27T12:29:18.000Z","bintehawwa060gmail.com","https://www.tiktok.com/@calandracl/video/7511007318000094520","6976542788457120769","7531737775423865607","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7325272090502758407~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b877cd92&x-expires=1756951200&x-signature=fM2nDgGlbb2uceb3Xw88S0cJ3kg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"oh one day aamiin","2","0","2025-06-13T13:52:57.000Z","araachan_2","https://www.tiktok.com/@calandracl/video/7511007318000094520","6853314972706833410","7515431567289615111","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1da80a18500c4df9586f86fd58a14bd9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d71f0fc3&x-expires=1756951200&x-signature=z4vCOAn1XpKrAPhu02deRh%2BwjcM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"@L:Not in Australia, but soon i will leave this country","1","0","2025-06-05T05:41:08.000Z","sunstrikees_","https://www.tiktok.com/@calandracl/video/7511007318000094520","7353796197872026625","7512336121130861330","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7839de4c75f7bba8780171d0fcce0c2a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=94fce8da&x-expires=1756951200&x-signature=fQAADx4bZPEQ%2Br%2BOl6qHQq%2B3nD8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"mbakkk ikooot 😩","5","0","2025-06-03T12:53:53.000Z",".mamamialezatoss","https://www.tiktok.com/@calandracl/video/7511007318000094520","7456760569502319621","7511705492046906130","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7f1517e5ad2ec249228e52a1348f2121~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=b859421e&x-expires=1756951200&x-signature=OToE%2Bsbvmv8DZ2XCA7prhJ%2F7QrM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"semoga tahun depan aku nyusul🙏","3","0","2025-08-02T13:43:09.000Z","cegilnyaronyy5","https://www.tiktok.com/@calandracl/video/7511007318000094520","7505432922116523009","7533983295315985168","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/99460d2a27b9792d016f7f12a50939af~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=774b79ee&x-expires=1756951200&x-signature=L7itUDdyfzLKqjC1Eg7zZ5ffZZk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"Ya Allah izinkan aku juga tinggal disana","9","0","2025-06-08T07:44:47.000Z","aprlnwnd","https://www.tiktok.com/@calandracl/video/7511007318000094520","6819557559264773121","7513481256173650705","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c5161cf2ee5b8e7d3f61e512f97df241~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=25405a14&x-expires=1756951200&x-signature=x2egFcbbyXLvRC%2FL5qYp3GMgW6s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"one day, aamiin yaallah🥺","2","0","2025-07-03T10:49:42.000Z","_jesicccaaa","https://www.tiktok.com/@calandracl/video/7511007318000094520","6860770482943607814","7522806064945939207","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/f9acd7b1f4cd52e214216ba1addb00f5~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f9ebce9d&x-expires=1756951200&x-signature=OD%2BM1%2B1XJ%2F%2FNZf%2FdI0yPoptrQZc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a"
"manifesting claim this energy 😇","389","1","2025-01-23T03:33:32.000Z","markaseplee","https://www.tiktok.com/@aisyahrendusara/video/7462784973918047506","7134242699033822235","7462948876568691464","https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/6a1871fe9aa578e684714fbe0b5bba8e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c5c5c7f1&x-expires=1756951200&x-signature=8kDYVrO8o9kbWBGmUO4uQcSl9Gk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
